OFNS_DESC,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,PREM_TYP_DESC
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,PUBLIC SCHOOL
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",ATTEMPTED,MISDEMEANOR,STATEN ISLAND,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BRONX,BUS (OTHER)
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,OTHER
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BRONX,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"OBSCENITY, PERFORMANCE 3",COMPLETED,MISDEMEANOR,BRONX,STREET
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,STREET
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,STATEN ISLAND,PUBLIC SCHOOL
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,ATTEMPTED,FELONY,STATEN ISLAND,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,STATEN ISLAND,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,PUBLIC SCHOOL
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,BROOKLYN,PUBLIC BUILDING
SEX CRIMES,SODOMY 1,ATTEMPTED,FELONY,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,PUBLIC SCHOOL
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,QUEENS,RESIDENCE-HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,STREET
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,BAR/NIGHT CLUB
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,BAR/NIGHT CLUB
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,RESTAURANT/DINER
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BRONX,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,DEVIATE",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,DEVIATE",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,STATEN ISLAND,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESTAURANT/DINER
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,DOCTOR/DENTIST OFFICE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,PUBLIC SCHOOL
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,PUBLIC SCHOOL
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,PUBLIC SCHOOL
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,SOCIAL CLUB/POLICY
SEX CRIMES,SODOMY 2,COMPLETED,FELONY,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BROOKLYN,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE-HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BROOKLYN,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BROOKLYN,OTHER
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,TRANSIT FACILITY (OTHER)
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,PUBLIC SCHOOL
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE-HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,OBSCENITY 1,COMPLETED,FELONY,MANHATTAN,OTHER
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BROOKLYN,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,OTHER
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,HOTEL/MOTEL
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,HOTEL/MOTEL
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,QUEENS,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,BAR/NIGHT CLUB
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,BEAUTY & NAIL SALON
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,COMMERCIAL BUILDING
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,MANHATTAN,TAXI (YELLOW LICENSED)
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,STREET
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,BAR/NIGHT CLUB
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,MANHATTAN,HOSPITAL
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BROOKLYN,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,COMMERCIAL BUILDING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,STATEN ISLAND,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,HOSPITAL
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,HOTEL/MOTEL
SEX CRIMES,AGGRAVATED SEXUAL ASBUSE,COMPLETED,FELONY,BROOKLYN,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,HOTEL/MOTEL
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,PUBLIC SCHOOL
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,GROCERY/BODEGA
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,QUEENS,PUBLIC SCHOOL
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,COMMERCIAL BUILDING
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,MANHATTAN,STREET
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,STATEN ISLAND,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BROOKLYN,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,STREET
SEX CRIMES,"OBSCENITY, PERFORMANCE 3",COMPLETED,MISDEMEANOR,BRONX,STREET
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,COMMERCIAL BUILDING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",ATTEMPTED,MISDEMEANOR,BROOKLYN,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,OTHER
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,PUBLIC SCHOOL
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,MANHATTAN,HOSPITAL
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,SODOMY 3,COMPLETED,FELONY,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,SODOMY 3,COMPLETED,FELONY,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BROOKLYN,HOSPITAL
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,BAR/NIGHT CLUB
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,OTHER
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,FAST FOOD
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,BAR/NIGHT CLUB
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,MANHATTAN,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,MANHATTAN,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,MANHATTAN,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE-HOUSE
SEX CRIMES,SEX CRIMES,COMPLETED,FELONY,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,BEAUTY & NAIL SALON
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,STATEN ISLAND,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,SODOMY 2,COMPLETED,FELONY,BROOKLYN,PARKING LOT/GARAGE (PRIVATE)
SEX CRIMES,COURSE OF SEXUAL CONDUCT AGAIN,COMPLETED,FELONY,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,STATEN ISLAND,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,MANHATTAN,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",ATTEMPTED,MISDEMEANOR,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,PRIVATE/PAROCHIAL SCHOOL
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,COURSE OF SEXUAL CONDUCT AGAIN,COMPLETED,FELONY,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,QUEENS,RESIDENCE-HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BROOKLYN,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,GROCERY/BODEGA
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,STATEN ISLAND,RESIDENCE-HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,HOSPITAL
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,BUS (OTHER)
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,QUEENS,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",ATTEMPTED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,MANHATTAN,STREET
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,BAR/NIGHT CLUB
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE-HOUSE
SEX CRIMES,SODOMY 3,COMPLETED,FELONY,BROOKLYN,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BROOKLYN,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",ATTEMPTED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,COURSE OF SEXUAL CONDUCT AGAIN,COMPLETED,FELONY,QUEENS,RESIDENCE-HOUSE
SEX CRIMES,AGGRAVATED SEXUAL ASBUSE,COMPLETED,FELONY,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE-HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,MANHATTAN,STREET
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BRONX,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,MANHATTAN,STREET
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,OTHER
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,BAR/NIGHT CLUB
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BROOKLYN,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE-HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BROOKLYN,RESIDENCE - APT. HOUSE
